,sentiment,news,sentiment_encoded,sentiment_transformer,sentiment_transformer_score,sent_trans_NEUTRAL_SCORE,combine
4300,neutral,4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .,1,NEGATIVE,0.9925731420516968,,neutral
4301,neutral,A 2001 agreement expired earlier this month .,1,NEGATIVE,0.9808181524276733,neutral,neutral
4302,neutral,"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .",1,NEGATIVE,0.9906434416770935,,neutral
4303,negative,"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone .",0,NEGATIVE,0.9995902180671692,,negative
4304,neutral,"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",1,NEGATIVE,0.9737145304679871,neutral,neutral
4305,neutral,"After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % .",1,NEGATIVE,0.9981352090835571,,neutral
4306,neutral,And Ogden reportedly will shell out $ 4.2 million .,1,NEGATIVE,0.9967101812362671,,neutral
4307,neutral,"At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 .",1,NEGATIVE,0.9962143301963806,,neutral
4308,negative,"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",0,NEGATIVE,0.9931169748306274,,negative
4309,neutral,"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",1,POSITIVE,0.9684499502182007,neutral,neutral
4310,neutral,"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",1,POSITIVE,0.992249608,,neutral
4311,neutral,Currently the quarterly applied surcharges differ significantly from the actual market prices .,1,NEGATIVE,0.7156921625137329,neutral,neutral
4312,neutral,Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,1,NEGATIVE,0.9976067543029785,,neutral
4313,neutral,Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,1,NEGATIVE,0.6932243704795837,neutral,neutral
4314,neutral,Fortum also has a blocking stake in Northwestern TGK-1 .,1,NEGATIVE,0.9937400817871094,,neutral
4315,neutral,"He found him again , however , after the driver was involved in a two-car accident .",1,NEGATIVE,0.9201504588127136,neutral,neutral
4316,neutral,"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",1,POSITIVE,0.9236632585525513,neutral,neutral
4317,neutral,"HK Ruokatalo produces many turkey products , such as cold cuts .",1,NEGATIVE,0.9609842300415039,neutral,neutral
4318,neutral,"However , the brokers ' ratings on the stock differ .",1,NEGATIVE,0.979788601,neutral,neutral
4319,negative,"However , the suspect stole his burgundy Nissan Altima .",0,NEGATIVE,0.9873424768447876,neutral,neutral
4320,negative,"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",0,NEGATIVE,0.9997515082359314,,negative
4321,negative,"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",0,NEGATIVE,0.9979104399681091,,negative
4322,neutral,"In the spring 2006 , a total of 386,530 Stock Options 2002 B were annulled .",1,NEGATIVE,0.9975782036781311,,neutral
4323,neutral,"Information system supplier Sentera -- up 24.51 pct -- was the next most heavily traded share after SysOpen Digia , a software house , acquired 77.4 pct of the company this morning for just under 33 mln eur .",1,NEGATIVE,0.9933069348335266,,neutral
4324,neutral,It 's very difficult to become a Google Analytics channel partner .,1,NEGATIVE,0.9997853636741638,,neutral
4325,neutral,"Juhani J+Ærvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .",1,NEGATIVE,0.9989866614341736,,neutral
4326,negative,Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .,0,NEGATIVE,0.9970234036445618,,negative
4327,negative,Metso estimates the need for personnel reductions to amount to 25 people .,0,NEGATIVE,0.9896025061607361,,negative
4328,negative,Most of the layoffs will be in Finland .,0,NEGATIVE,0.9841060042381287,neutral,neutral
4329,negative,"Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company 's operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs .",0,NEGATIVE,0.9979069232940674,,negative
4330,neutral,"Motorola , the world 's second-largest maker of cell phones , unveiled the new phone Tuesday in a bid to resurrect its ailing handset business .",1,NEGATIVE,0.9870551824569702,neutral,neutral
4331,neutral,Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,1,NEGATIVE,0.9984201192855835,,neutral
4332,neutral,Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,1,POSITIVE,0.9779329299926758,neutral,neutral
4333,negative,"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",0,NEGATIVE,0.9995658993721008,,negative
4334,neutral,Rautaruukki aims to find work from the group 's other locations for those who have been made redundant .,1,NEGATIVE,0.9941310286521912,,neutral
4335,neutral,Temporary layoffs in these units have already started .,1,NEGATIVE,0.9979948997497559,,neutral
4336,neutral,The beers differ slightly from mainstream beers .,1,POSITIVE,0.5231343507766724,neutral,neutral
4337,neutral,"The company operates a U.S. division in Lisle , Ill. .",1,NEGATIVE,0.9200356602668762,neutral,neutral
4338,neutral,The company says it is difficult to estimate the market situation for the whole year 2009 .,1,NEGATIVE,0.9995809197425842,,neutral
4339,neutral,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .",1,NEGATIVE,0.9075524210929871,neutral,neutral
4340,negative,The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,0,NEGATIVE,0.9981233477592468,,negative
4341,neutral,"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",1,POSITIVE,0.8296938538551331,neutral,neutral
4342,neutral,The difference can be explained by the fact that two shipping companies have stopped operating in the Gulf of Finland .,1,NEGATIVE,0.9884726405143738,neutral,neutral
4343,negative,"The dollar fell , though , against the pound and the yen .",0,NEGATIVE,0.9994737505912781,,negative
4344,neutral,The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .,1,NEGATIVE,0.9918305277824402,,neutral
4345,neutral,The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,1,NEGATIVE,0.9996597766876221,,neutral
4346,neutral,"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .",1,NEGATIVE,0.618065357,neutral,neutral
4347,neutral,"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",1,NEGATIVE,0.949764073,neutral,neutral
4348,neutral,"The evidentiary hearing in the Investigation is scheduled for April 21 - May 1 , 2008 .",1,NEGATIVE,0.5128543376922607,neutral,neutral
4349,neutral,"The Finnish food concern Atria is about to acquire two Estonian meat processing companies , Woro Kommerts and Vastse-Kuuste Lihatoostus , reported the Official website www.investinestonia.com .",1,NEGATIVE,0.985969067,neutral,neutral
4350,neutral,"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",1,NEGATIVE,0.9784679412841797,neutral,neutral
4351,neutral,"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",1,NEGATIVE,0.9714473485946655,neutral,neutral
4352,neutral,The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,1,POSITIVE,0.9449411034584045,neutral,neutral
4353,neutral,"The NTSB said investigators are set to conduct sight distance tests on July 18 , using trains similar to those involved in the accident .",1,NEGATIVE,0.9918518662452698,,neutral
4354,negative,The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .,0,NEGATIVE,0.9929459691047668,,negative
4355,neutral,"The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland .",1,NEGATIVE,0.8791860938072205,neutral,neutral
4356,neutral,"The product range includes marinated olives , cold cuts , and pates , for example .",1,NEGATIVE,0.7847175002098083,neutral,neutral
4357,neutral,The statutory negotiations at headquarters are part of this decrease .,1,NEGATIVE,0.9586299061775208,neutral,neutral
4358,neutral,"The talks concerned about 160 people in Finland and the initial estimate was for about 35 redundancies , Fiskars said .",1,NEGATIVE,0.9671483039855957,neutral,neutral
4359,neutral,The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,1,NEGATIVE,0.9564267992973328,neutral,neutral
4360,negative,The total number of filling stations has been on the decrease recently .,0,NEGATIVE,0.9199848771095276,neutral,neutral
4361,neutral,These restrictions do not apply to statutory dividends .,1,NEGATIVE,0.9730013012886047,neutral,neutral
4362,neutral,"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",1,NEGATIVE,0.8346119523048401,neutral,neutral
4363,neutral,"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",1,POSITIVE,0.926338255,neutral,neutral
4364,negative,"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",0,NEGATIVE,0.995680571,,negative
4365,neutral,Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,1,NEGATIVE,0.999306321,,neutral
4366,neutral,"Viking Line has also been forced to alter its timetable so that ferries traveling from Stockholm to Helsinki , Finland , only depart at night .",1,NEGATIVE,0.9988046884536743,,neutral
4367,neutral,Yakima created the position for him after emerging from economic downturns of its own .,1,POSITIVE,0.9956810474395752,,neutral
4368,neutral,"zip , '' experts warned Tuesday .",1,NEGATIVE,0.9766818284988403,neutral,neutral
4369,negative,Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .,0,NEGATIVE,0.9744622111320496,neutral,neutral
4370,neutral,"This one was at one time targeted for June 5 , but if we had to guess , it 's been pushed back -- maybe we 're crazy , but we feel like it has n't leaked enough to meet that date at this point .",1,NEGATIVE,0.9396532773971558,neutral,neutral
4371,negative,Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,0,NEGATIVE,0.9991722106933594,,negative
4372,negative,`` Those uncertainties cloud the long-term outlook . '',0,NEGATIVE,0.9974778294563293,,negative
4373,negative,"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",0,NEGATIVE,0.9997144341468811,,negative
4374,negative,"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",0,NEGATIVE,0.9996329545974731,,negative
4375,negative,"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",0,NEGATIVE,0.9747033715248108,neutral,neutral
4376,negative,"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",0,NEGATIVE,0.999570906,,negative
4377,negative,Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,0,NEGATIVE,0.9994922876358032,,negative
4378,negative,"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",0,NEGATIVE,0.9631626009941101,neutral,neutral
4379,negative,"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",0,NEGATIVE,0.9989504218101501,,negative
4380,negative,Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,0,NEGATIVE,0.9874584674835205,neutral,neutral
4381,negative,"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",0,NEGATIVE,0.9993999004364014,,negative
4382,negative,The air traffic of Finland has been in stoppage since then .,0,NEGATIVE,0.9556137919425964,neutral,neutral
4383,negative,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,0,NEGATIVE,0.9936164617538452,,negative
4384,negative,The move was triggered by weak demand for forestry equipment and the uncertain market situation .,0,NEGATIVE,0.9996411800384521,,negative
4385,negative,The situation of coated magazine printing paper will continue to be weak .,0,NEGATIVE,0.9997780919075012,,negative
4386,negative,A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,0,NEGATIVE,0.992905319,,negative
4387,negative,"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",0,NEGATIVE,0.9997240900993347,,negative
4388,negative,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",0,NEGATIVE,0.9908319115638733,,negative
4389,negative,And U.S. energy executives say high steel prices are threatening energy exploration .,0,NEGATIVE,0.9960992336273193,,negative
4390,negative,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",0,NEGATIVE,0.999657393,,negative
4391,negative,"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",0,NEGATIVE,0.9985734224319458,,negative
4392,negative,"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ˆ ??",0,NEGATIVE,0.9987805485725403,,negative
4393,negative,"Divisional sales demand in the half remained `` inconsistent '' , it added .",0,NEGATIVE,0.998653769,,negative
4394,negative,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",0,NEGATIVE,0.9988008737564087,,negative
4395,negative,Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,0,NEGATIVE,0.9979386925697327,,negative
4396,negative,EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,0,NEGATIVE,0.9796977639198303,neutral,neutral
4397,negative,"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",0,NEGATIVE,0.9964331388473511,,negative
4398,negative,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",0,NEGATIVE,0.9920990467071533,,negative
4399,negative,Full-year operating result for 2008 was 3.6 million negative .,0,NEGATIVE,0.9995717406272888,,negative
4400,negative,Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,0,NEGATIVE,0.9964015483856201,,negative
4401,negative,"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",0,NEGATIVE,0.9947201013565063,,negative
4402,negative,Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,0,NEGATIVE,0.9987439513206482,,negative
4403,negative,L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,0,NEGATIVE,0.9924416542053223,,negative
4404,negative,"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",0,NEGATIVE,0.9933685660362244,,negative
4405,negative,Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .,0,NEGATIVE,0.9982790946960449,,negative
4406,negative,"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",0,NEGATIVE,0.9972507357597351,,negative
4407,negative,"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",0,NEGATIVE,0.9987152814865112,,negative
4408,negative,"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",0,NEGATIVE,0.9985417127609253,,negative
4409,negative,Net sales dropped by 6 % year-on-year to EUR 11.9 million .,0,NEGATIVE,0.9966448545455933,,negative
4410,negative,Net sales have been eaten by the weak US dollar .,0,NEGATIVE,0.9995779395103455,,negative
4411,negative,"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",0,NEGATIVE,0.991910994,,negative
4412,neutral,Nordic Walking was first used as a summer training method by cross-country skiers .,1,NEGATIVE,0.6523984670639038,neutral,neutral
4413,negative,Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,0,NEGATIVE,0.9996604919433594,,negative
4414,negative,"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",0,NEGATIVE,0.9997603297233582,,negative
4415,neutral,Operating loss landed at EUR39m including one-offs and at EUR27m excluding one-offs .,1,NEGATIVE,0.9986228942871094,,neutral
4416,negative,"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",0,NEGATIVE,0.9906805157661438,,negative
4417,negative,"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",0,NEGATIVE,0.9928668737411499,,negative
4418,negative,"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",0,NEGATIVE,0.9928868412971497,,negative
4419,negative,"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",0,NEGATIVE,0.9949158430099487,,negative
4420,negative,Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,0,NEGATIVE,0.9431765079498291,neutral,neutral
4421,negative,Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,0,NEGATIVE,0.9995158910751343,,negative
4422,negative,Reported operating margin was a negative 5.9 % .,0,NEGATIVE,0.9973338842391968,,negative
4423,negative,Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,0,NEGATIVE,0.9958279728889465,,negative
4424,negative,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,0,NEGATIVE,0.8368138670921326,neutral,neutral
4425,negative,The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,0,NEGATIVE,0.9992828965187073,,negative
4426,negative,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",0,NEGATIVE,0.9996286630630493,,negative
4427,negative,The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,0,NEGATIVE,0.9995788931846619,,negative
4428,negative,The maritime administration said the ships had ignored warnings about the icy conditions .,0,NEGATIVE,0.9980408549308777,,negative
4429,negative,"The offer , deemed too low by Finnlines ' board , stands until 4 pm tomorrow .",0,NEGATIVE,0.9875354170799255,neutral,neutral
4430,negative,"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",0,NEGATIVE,0.9978082776069641,,negative
4431,negative,The recent troubles simply make NETeller cheaper .,0,POSITIVE,0.9707306623458862,neutral,neutral
4432,negative,The union filed a grievance over the company 's overtime assignment policies .,0,NEGATIVE,0.9964859485626221,,negative
4433,negative,"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",0,NEGATIVE,0.9997413754463196,,negative
4434,negative,Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,0,NEGATIVE,0.9959956407546997,,negative
4435,negative,"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .",0,NEGATIVE,0.9655022621154785,neutral,neutral
4436,negative,"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",0,NEGATIVE,0.9995263814926147,,negative
4437,negative,"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added .",0,NEGATIVE,0.9993975162506104,,negative
4438,negative,"`` We cut our frequency to New York last year , which explains the fall , '' he said .",0,NEGATIVE,0.9925433397293091,,negative
4439,negative,"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",0,NEGATIVE,0.9941403269767761,,negative
4440,negative,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,0,NEGATIVE,0.9996501207351685,,negative
4441,negative,"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",0,NEGATIVE,0.9962393045425415,,negative
4442,negative,"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",0,NEGATIVE,0.9991078972816467,,negative
4443,negative,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,0,NEGATIVE,0.9990761280059814,,negative
4444,negative,EPS dropped to EUR0 .2 from EUR0 .3 .,0,NEGATIVE,0.9913870692253113,,negative
4445,negative,"Kiosk and cinema operations have suffered , in particular .",0,NEGATIVE,0.9997335076332092,,negative
4446,negative,Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,0,NEGATIVE,0.998743474,,negative
4447,negative,Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,0,NEGATIVE,0.99905926,,negative
4448,negative,Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,0,NEGATIVE,0.999441922,,negative
4449,negative,Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,0,NEGATIVE,0.998278022,,negative
4450,negative,The dismissed staff members will now take the matter to court unless it can be settled outside .,0,NEGATIVE,0.9991965889930725,,negative
4451,negative,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",0,NEGATIVE,0.9957297444343567,,negative
4452,negative,"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",0,POSITIVE,0.5734421610832214,neutral,neutral
4453,negative,"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",0,NEGATIVE,0.9974608421325684,,negative
4454,negative,"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",0,NEGATIVE,0.9982926249504089,,negative
4455,positive,"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",2,POSITIVE,0.9994586110115051,,positive
4456,positive,"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",2,POSITIVE,0.9988975524902344,,positive
4457,positive,"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",2,POSITIVE,0.9998371601104736,,positive
4458,positive,"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .",2,POSITIVE,0.9997617602348328,,positive
4459,positive,"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",2,POSITIVE,0.998722494,,positive
4460,positive,Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,2,POSITIVE,0.9089499115943909,neutral,neutral
4461,positive,Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,2,NEGATIVE,0.9925848841667175,,positive
4462,positive,"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",2,NEGATIVE,0.9189994931221008,neutral,neutral
4463,positive,"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",2,POSITIVE,0.9991474151611328,,positive
4464,positive,"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",2,POSITIVE,0.9998743534088135,,positive
4465,positive,Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,2,POSITIVE,0.9994280934333801,,positive
4466,neutral,"Previously , the company also delivered about 70 % of the steel used in Oasis of the Seas , Allure of the Seas ' sister ship completed last year .",1,POSITIVE,0.5392806529998779,neutral,neutral
4467,positive,The main strength of the cooperation project lies in merging the know-how of two large companies .,2,POSITIVE,0.9991728663444519,,positive
4468,positive,"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",2,POSITIVE,0.9976850748062134,,positive
4469,positive,"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",2,POSITIVE,0.9992408752441406,,positive
4470,positive,"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",2,POSITIVE,0.9993689656257629,,positive
4471,neutral,This ideally placed them in a position to tap into the potential of clean technology .,1,POSITIVE,0.9995254278182983,,neutral
4472,positive,"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",2,POSITIVE,0.9995378255844116,,positive
4473,positive,"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",2,POSITIVE,0.9998575448989868,,positive
4474,neutral,A comprehensive range of cut-to-length and slitting services will allow Ruukki in particular to serve light engineering customers who relocate their production to the St. Petersburg area .,1,POSITIVE,0.999065101,,neutral
4475,neutral,"Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic 3-D graphics .",1,POSITIVE,0.9986642599105835,,neutral
4476,neutral,Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .,1,POSITIVE,0.9977248311042786,,neutral
4477,neutral,"INTERNET BUSINESS NEWS - -_ 1995-2006 M2 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service , Barclays Bank has announced that it is to recommend F-Secure Internet Security to its customers .",1,NEGATIVE,0.9592359066009521,neutral,neutral
4478,positive,"Tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysJouni Haikarainen , Vice President , Fortum .",2,POSITIVE,0.9990060925483704,,positive
4479,neutral,"According to Rautaruukki , the company wants to promote the use of emission-free energy sources .",1,POSITIVE,0.7532021999359131,neutral,neutral
4480,neutral,Atria chose the DeLight to attract consumers in the 25-45 age group to its Atria Fresh range of microwaveable meals .,1,POSITIVE,0.9978891015052795,,neutral
4481,positive,"I use natural fibers to make the clothes more comfortable , to allow your skin to breathe and to be eco-friendly .",2,POSITIVE,0.9993128776550293,,positive
4482,neutral,"In addition , a good biological durability is achieved . ''",1,POSITIVE,0.9997785687446594,,neutral
